ExperimentMode,Function,Algorithm,Run,RestartIndex,RestartIter,RestartRatio,RestartSigma,RestartInefficiencyScore
full,CEC2017-F1,ARPSO-v4,10,12,3194,0.174321360186578,8.171306735584412,
full,CEC2017-F1,ARPSO-v4,10,13,3239,0.1767208098440882,8.142117560665495,
full,CEC2017-F1,ARPSO-v4,10,14,3284,0.1781331811643556,8.068369141439863,
full,CEC2017-F1,ARPSO-v4,10,15,3329,0.1766518628492838,7.87378112466315,
full,CEC2017-F1,ARPSO-v4,10,16,3374,0.1766149725344587,7.739586898887568,
full,CEC2017-F1,ARPSO-v4,10,17,3419,0.1755973368866638,7.566509225910869,
full,CEC2017-F1,ARPSO-v4,10,18,3464,0.1782934564463927,7.53970141831237,
full,CEC2017-F1,ARPSO-v4,10,19,3509,0.1780476512677506,7.39644276594867,
full,CEC2017-F1,ARPSO-v4,10,20,3554,0.1777474029157806,7.25147627367254,
full,CEC2017-F1,ARPSO-v4,10,21,3599,0.1766008278828097,7.075671385006372,
full,CEC2017-F1,ARPSO-v4,10,22,3644,0.177139410230078,6.962519052024062,
full,CEC2017-F1,ARPSO-v4,10,23,3689,0.1793061569417664,6.906492967322456,
full,CEC2017-F1,ARPSO-v4,10,24,3734,0.1744742636974671,6.603549934344385,
full,CEC2017-F1,ARPSO-v4,10,25,3779,0.1775138180826848,6.57618335584485,
full,CEC2017-F1,ARPSO-v4,10,26,3824,0.1780352683998214,6.460333780290742,
full,CEC2017-F1,ARPSO-v4,10,27,3869,0.1777324688085887,6.31674753836861,
full,CEC2017-F1,ARPSO-v4,10,28,3914,0.1796049828257305,6.243369626091243,
full,CEC2017-F1,ARPSO-v4,10,29,3959,0.1787293329951474,6.0811341271253,
full,CEC2017-F1,ARPSO-v4,10,30,4004,0.1780789656663507,5.927026860954309,
full,CEC2017-F1,ARPSO-v4,10,31,4049,0.1775988414795326,5.778928399119163,
full,CEC2017-F1,ARPSO-v4,10,32,4094,0.1787930159018539,5.680572843571853,
full,CEC2017-F1,ARPSO-v4,10,33,4139,0.1792085627406265,5.558279098273795,
full,CEC2017-F1,ARPSO-v4,10,34,4184,0.1779492805086074,5.388635707845499,
full,CEC2017-F1,ARPSO-v4,10,35,4229,0.178519391347147,5.270560314172108,
full,CEC2017-F1,ARPSO-v4,10,36,4274,0.1795059156182655,5.162748218675032,
full,CEC2017-F1,ARPSO-v4,10,37,4319,0.1793929487095237,5.025147583551102,
full,CEC2017-F1,ARPSO-v4,10,38,4364,0.1796378040983967,4.89670549759645,
full,CEC2017-F1,ARPSO-v4,10,39,4409,0.179042396092553,4.747366762980895,
full,CEC2017-F1,ARPSO-v4,10,40,4454,0.1796005111849702,4.626275504083179,
full,CEC2017-F1,ARPSO-v4,10,41,4499,0.1796654887426273,4.493029347669856,
full,CEC2017-F1,ARPSO-v4,10,42,4544,0.1788880005949984,4.340831792976615,
full,CEC2017-F1,ARPSO-v4,10,43,4589,0.1796857308954983,4.2238867590134666,
full,CEC2017-F1,ARPSO-v4,10,44,4634,0.1796503061698396,4.088337819203166,
full,CEC2017-F1,ARPSO-v4,10,45,4679,0.1769331461955016,3.898369004753029,
full,CEC2017-F1,ARPSO-v4,10,46,4724,0.1791178188411121,3.808330399001137,
full,CEC2017-F1,ARPSO-v4,10,47,4769,0.1777993911953669,3.648965871290877,
full,CEC2017-F1,ARPSO-v4,10,48,4814,0.1793326034937236,3.543423418878468,
full,CEC2017-F1,ARPSO-v4,10,49,4859,0.1798143987423542,3.417314391879936,
full,CEC2017-F1,ARPSO-v4,10,50,4904,0.1797926078811124,3.2820532493336283,
full,CEC2017-F1,ARPSO-v4,10,51,4949,0.1793522798227961,3.1400601712685847,
full,CEC2017-F1,ARPSO-v4,10,52,4994,0.1796525395295408,3.0101294148079325,
full,CEC2017-F1,ARPSO-v4,10,53,5039,0.1797280617983591,2.876463092460406,
full,CEC2017-F1,ARPSO-v4,10,54,5084,0.1796560206507179,2.740614598259816,
full,CEC2017-F1,ARPSO-v4,10,55,5129,0.1797267215316224,2.6067767355971343,
full,CEC2017-F1,ARPSO-v4,10,56,5174,0.1797812414687258,2.47263555533664,
full,CEC2017-F1,ARPSO-v4,10,57,5219,0.1783132814208856,2.320146068061971,
full,CEC2017-F1,ARPSO-v4,10,58,5264,0.1795526449018974,2.2003081642257496,
full,CEC2017-F1,ARPSO-v4,10,59,5309,0.1792641478994516,2.06253240233303,
full,CEC2017-F1,ARPSO-v4,10,60,5354,0.1795805059861872,1.931159188496914,
full,CEC2017-F1,ARPSO-v4,10,61,5399,0.1786599499871399,1.7879282956228708,
full,CEC2017-F1,ARPSO-v4,10,62,5444,0.1794612439526642,1.660676631649818,
full,CEC2017-F1,ARPSO-v4,10,63,5489,0.1797832341292836,1.5285539806265351,
full,CEC2017-F1,ARPSO-v4,10,64,5534,0.1798861248011026,1.3944177573059,
full,CEC2017-F1,ARPSO-v4,10,65,5579,0.1795729071442238,1.257449898068766,
full,CEC2017-F1,ARPSO-v4,10,66,5624,0.1795633564028614,1.12266801365981,
full,CEC2017-F1,ARPSO-v4,10,67,5669,0.1794225567041,0.987232903622702,
full,CEC2017-F1,ARPSO-v4,10,68,5714,0.1796993107043105,0.8538238970709754,
full,CEC2017-F1,ARPSO-v4,10,69,5759,0.1798966585863103,0.719738388101317,
full,CEC2017-F1,ARPSO-v4,10,70,5804,0.1799008078793693,0.5847998902864887,
full,CEC2017-F1,ARPSO-v4,10,71,5849,0.1790640837925877,0.4479148458418176,
full,CEC2017-F1,ARPSO-v4,10,72,5894,0.179756550418044,0.4,
full,CEC2017-F1,ARPSO-v4,10,73,5939,0.179744743739607,0.4,
full,CEC2017-F1,ARPSO-v4,10,74,5984,0.1799415534499595,0.4,
full,CEC2017-F1,ARPSO-v4,11,1,2699,0.1795626849157713,9.879444423640535,
full,CEC2017-F1,ARPSO-v4,11,2,2744,0.1134686203536063,6.434385616848788,
full,CEC2017-F1,ARPSO-v4,11,3,2789,0.0868638359772949,5.031344918826727,
full,CEC2017-F1,ARPSO-v4,11,4,2834,0.1159301595759617,6.376354341999342,
full,CEC2017-F1,ARPSO-v4,11,5,2879,0.1272234207015464,6.8278621707026765,
full,CEC2017-F1,ARPSO-v4,11,6,2924,0.1388374488834671,7.278907848487487,
full,CEC2017-F1,ARPSO-v4,11,7,2969,0.152496490272265,7.809214851577259,
full,CEC2017-F1,ARPSO-v4,11,8,3014,0.1616550664525164,8.113896521637118,
full,CEC2017-F1,ARPSO-v4,11,9,3059,0.1667266974168154,8.221008482010143,
full,CEC2017-F1,ARPSO-v4,11,10,3104,0.1708575575269466,8.27918954247006,
full,CEC2017-F1,ARPSO-v4,11,11,3149,0.1734404844512708,8.263767766721969,
full,CEC2017-F1,ARPSO-v4,11,12,3194,0.1735299666476723,8.137149367664676,
full,CEC2017-F1,ARPSO-v4,11,13,3239,0.1766523306183638,8.139209342685586,
full,CEC2017-F1,ARPSO-v4,11,14,3284,0.1771084065774077,8.025557960034295,
full,CEC2017-F1,ARPSO-v4,11,15,3329,0.1752704093033218,7.817025804401288,
full,CEC2017-F1,ARPSO-v4,11,16,3374,0.1786117103969631,7.820237831310782,
full,CEC2017-F1,ARPSO-v4,11,17,3419,0.174237438360558,7.512522717430952,
full,CEC2017-F1,ARPSO-v4,11,18,3464,0.1732550853186107,7.343172189457392,
full,CEC2017-F1,ARPSO-v4,11,19,3509,0.1787810947543089,7.424543976891984,
full,CEC2017-F1,ARPSO-v4,11,20,3554,0.175435139682702,7.164485104300046,
full,CEC2017-F1,ARPSO-v4,11,21,3599,0.17785048997829,7.121820446195843,
full,CEC2017-F1,ARPSO-v4,11,22,3644,0.1776113131112504,6.979619306453558,
full,CEC2017-F1,ARPSO-v4,11,23,3689,0.1775121952073385,6.842727699677412,
full,CEC2017-F1,ARPSO-v4,11,24,3734,0.179355838575616,6.773682398970654,
full,CEC2017-F1,ARPSO-v4,11,25,3779,0.1783661880939454,6.60529992283676,
full,CEC2017-F1,ARPSO-v4,11,26,3824,0.1790810612390009,6.495333450880179,
full,CEC2017-F1,ARPSO-v4,11,27,3869,0.1793439202368672,6.369562364566307,
full,CEC2017-F1,ARPSO-v4,11,28,3914,0.1773503302226223,6.171035252247181,
full,CEC2017-F1,ARPSO-v4,11,29,3959,0.1798189946794215,6.115338440704528,
full,CEC2017-F1,ARPSO-v4,11,30,4004,0.178991546367199,5.955040737598248,
full,CEC2017-F1,ARPSO-v4,11,31,4049,0.1791591285912581,5.825744815206945,
full,CEC2017-F1,ARPSO-v4,11,32,4094,0.1790362865527503,5.687703733437462,
full,CEC2017-F1,ARPSO-v4,11,33,4139,0.1780988829887549,5.5265198921730665,
full,CEC2017-F1,ARPSO-v4,11,34,4184,0.1792091098406982,5.423819883224651,
full,CEC2017-F1,ARPSO-v4,11,35,4229,0.1769967327526482,5.22909023768865,
full,CEC2017-F1,ARPSO-v4,11,36,4274,0.1797912961982249,5.170323042690777,
full,CEC2017-F1,ARPSO-v4,11,37,4319,0.1797102098403369,5.0333489304386525,
full,CEC2017-F1,ARPSO-v4,11,38,4364,0.1792602898671672,4.887207979783581,
full,CEC2017-F1,ARPSO-v4,11,39,4409,0.1793157593177346,4.754054762694264,
full,CEC2017-F1,ARPSO-v4,11,40,4454,0.1798059352390598,4.631159089761332,
full,CEC2017-F1,ARPSO-v4,11,41,4499,0.1788383588967084,4.47393855404202,
full,CEC2017-F1,ARPSO-v4,11,42,4544,0.1791731947482077,4.347216818577079,
full,CEC2017-F1,ARPSO-v4,11,43,4589,0.1767387225632279,4.159948691153419,
full,CEC2017-F1,ARPSO-v4,11,44,4634,0.1792273246241641,4.079453726061792,
full,CEC2017-F1,ARPSO-v4,11,45,4679,0.1795033835289137,3.950573294392647,
full,CEC2017-F1,ARPSO-v4,11,46,4724,0.1792356362587113,3.8106418181982704,
full,CEC2017-F1,ARPSO-v4,11,47,4769,0.1793153770585913,3.6776577703781497,
full,CEC2017-F1,ARPSO-v4,11,48,4814,0.1789789863385564,3.536975631495344,
full,CEC2017-F1,ARPSO-v4,11,49,4859,0.1799025473177338,3.418860639986919,
full,CEC2017-F1,ARPSO-v4,11,50,4904,0.1799165265300554,3.284141149941564,
full,CEC2017-F1,ARPSO-v4,11,51,4949,0.1797868834010156,3.147081860890657,
full,CEC2017-F1,ARPSO-v4,11,52,4994,0.1796614539163699,3.0102672679182687,
full,CEC2017-F1,ARPSO-v4,11,53,5039,0.1795075311143502,2.873205480961332,
full,CEC2017-F1,ARPSO-v4,11,54,5084,0.1796444043633543,2.7404510494180188,
full,CEC2017-F1,ARPSO-v4,11,55,5129,0.1799028499454458,2.609134539641805,
full,CEC2017-F1,ARPSO-v4,11,56,5174,0.1797665730637198,2.472449348392457,
full,CEC2017-F1,ARPSO-v4,11,57,5219,0.1795863788710584,2.335425784083382,
full,CEC2017-F1,ARPSO-v4,11,58,5264,0.1793060586272292,2.197519377706748,
full,CEC2017-F1,ARPSO-v4,11,59,5309,0.1798004533455305,2.0682264399207466,
full,CEC2017-F1,ARPSO-v4,11,60,5354,0.1792201880857722,1.9275831302446265,
full,CEC2017-F1,ARPSO-v4,11,61,5399,0.1796326644077566,1.7969086947002038,
full,CEC2017-F1,ARPSO-v4,11,62,5444,0.1797017511667703,1.662730535564504,
full,CEC2017-F1,ARPSO-v4,11,63,5489,0.1799058451255941,1.529516165731002,
full,CEC2017-F1,ARPSO-v4,11,64,5534,0.178308356434302,1.3831287636444598,
full,CEC2017-F1,ARPSO-v4,11,65,5579,0.179884353818653,1.2594626581943291,
full,CEC2017-F1,ARPSO-v4,11,66,5624,0.1795780264611209,1.122752662719484,
full,CEC2017-F1,ARPSO-v4,11,67,5669,0.1795579404127215,0.9879203508717832,
full,CEC2017-F1,ARPSO-v4,11,68,5714,0.1795272117805562,0.8530691836966441,
full,CEC2017-F1,ARPSO-v4,11,69,5759,0.1796013937159551,0.718647997617489,
full,CEC2017-F1,ARPSO-v4,11,70,5804,0.1775374716358051,0.5777086996906968,
full,CEC2017-F1,ARPSO-v4,11,71,5849,0.1795893471205901,0.449127194041395,
full,CEC2017-F1,ARPSO-v4,11,72,5894,0.1798778011183445,0.4,
full,CEC2017-F1,ARPSO-v4,11,73,5939,0.1798089952609478,0.4,
full,CEC2017-F1,ARPSO-v4,11,74,5984,0.1797001979008415,0.4,
full,CEC2017-F1,ARPSO-v4,12,1,2699,0.1790405257471236,9.8529303853028,
full,CEC2017-F1,ARPSO-v4,12,2,2744,0.170091668827412,9.270366323103486,
full,CEC2017-F1,ARPSO-v4,12,3,2789,0.173165448519235,9.29402730834746,
full,CEC2017-F1,ARPSO-v4,12,4,2834,0.1744069923130387,9.224200915600306,
full,CEC2017-F1,ARPSO-v4,12,5,2879,0.1761788145347914,9.178112783133844,
full,CEC2017-F1,ARPSO-v4,12,6,2924,0.1179271294302265,6.289523992428688,
full,CEC2017-F1,ARPSO-v4,12,7,2969,0.1427532466383798,7.354954092055713,
full,CEC2017-F1,ARPSO-v4,12,8,3014,0.1548407728677196,7.800911028917276,
full,CEC2017-F1,ARPSO-v4,12,9,3059,0.1606621389360905,7.946658111820272,
full,CEC2017-F1,ARPSO-v4,12,10,3104,0.1700474642987241,8.243103221995558,
full,CEC2017-F1,ARPSO-v4,12,11,3149,0.1713047893694989,8.170110141994002,
full,CEC2017-F1,ARPSO-v4,12,12,3194,0.174647235195699,8.185371839777437,
full,CEC2017-F1,ARPSO-v4,12,13,3239,0.1754765250380613,8.089274506341559,
full,CEC2017-F1,ARPSO-v4,12,14,3284,0.1745287228518354,7.917788593628167,
full,CEC2017-F1,ARPSO-v4,12,15,3329,0.1752337451170016,7.815519501389632,
full,CEC2017-F1,ARPSO-v4,12,16,3374,0.1741508147292295,7.640056245234117,
full,CEC2017-F1,ARPSO-v4,12,17,3419,0.1769621986905323,7.620692771178378,
full,CEC2017-F1,ARPSO-v4,12,18,3464,0.1764417467800441,7.467472703205587,
full,CEC2017-F1,ARPSO-v4,12,19,3509,0.1758675964711992,7.312915976456886,
full,CEC2017-F1,ARPSO-v4,12,20,3554,0.1739717670948709,7.109430605823422,
full,CEC2017-F1,ARPSO-v4,12,21,3599,0.1758517283054413,7.048007713076164,
full,CEC2017-F1,ARPSO-v4,12,22,3644,0.1771413942821682,6.962590947740105,
full,CEC2017-F1,ARPSO-v4,12,23,3689,0.1785312678128809,6.878950009325988,
full,CEC2017-F1,ARPSO-v4,12,24,3734,0.1782248394798327,6.734264860889448,
full,CEC2017-F1,ARPSO-v4,12,25,3779,0.1791331900610774,6.631500356760872,
full,CEC2017-F1,ARPSO-v4,12,26,3824,0.1758880827119017,6.388473667124822,
full,CEC2017-F1,ARPSO-v4,12,27,3869,0.1790690674831274,6.360554149882333,
full,CEC2017-F1,ARPSO-v4,12,28,3914,0.1794683958003219,6.2389876042469306,
full,CEC2017-F1,ARPSO-v4,12,29,3959,0.1793086701180796,6.0993194307905005,
full,CEC2017-F1,ARPSO-v4,12,30,4004,0.1785932277440923,5.942813381965674,
full,CEC2017-F1,ARPSO-v4,12,31,4049,0.1787174979753375,5.812493688208159,
full,CEC2017-F1,ARPSO-v4,12,32,4094,0.1757480977346567,5.591318443092122,
full,CEC2017-F1,ARPSO-v4,12,33,4139,0.1778498846913138,5.5193935223949175,
full,CEC2017-F1,ARPSO-v4,12,34,4184,0.1767049511226173,5.353884410800013,
full,CEC2017-F1,ARPSO-v4,12,35,4229,0.1797874880388488,5.305097318713566,
full,CEC2017-F1,ARPSO-v4,12,36,4274,0.1794160355854224,5.160362543267781,
full,CEC2017-F1,ARPSO-v4,12,37,4319,0.1792189050054667,5.020648473348389,
full,CEC2017-F1,ARPSO-v4,12,38,4364,0.1785554508654845,4.869475612577491,
full,CEC2017-F1,ARPSO-v4,12,39,4409,0.1795461232787462,4.759690758919407,
full,CEC2017-F1,ARPSO-v4,12,40,4454,0.1792693410594898,4.618402532784878,
full,CEC2017-F1,ARPSO-v4,12,41,4499,0.1784355114858711,4.464640525658996,
full,CEC2017-F1,ARPSO-v4,12,42,4544,0.1798073960388655,4.361415536997953,
full,CEC2017-F1,ARPSO-v4,12,43,4589,0.1791978783236166,4.213302346847029,
full,CEC2017-F1,ARPSO-v4,12,44,4634,0.1799163233159777,4.093925110487281,
full,CEC2017-F1,ARPSO-v4,12,45,4679,0.1799240141270086,3.95911675506407,
full,CEC2017-F1,ARPSO-v4,12,46,4724,0.1796006496633556,3.817802890032109,
full,CEC2017-F1,ARPSO-v4,12,47,4769,0.1796571799021644,3.684126810052889,
full,CEC2017-F1,ARPSO-v4,12,48,4814,0.1797545144254204,3.551116461884005,
full,CEC2017-F1,ARPSO-v4,12,49,4859,0.1790854578827165,3.404527759543978,
full,CEC2017-F1,ARPSO-v4,12,50,4904,0.1796257029531687,3.279241074544011,
full,CEC2017-F1,ARPSO-v4,12,51,4949,0.1797140338549386,3.145904864364864,
full,CEC2017-F1,ARPSO-v4,12,52,4994,0.1791370592202578,3.0021579676052528,
full,CEC2017-F1,ARPSO-v4,12,53,5039,0.1799647197637574,2.8799589312045413,
full,CEC2017-F1,ARPSO-v4,12,54,5084,0.1798082923068501,2.7427584719622677,
full,CEC2017-F1,ARPSO-v4,12,55,5129,0.1794230571732656,2.602711627436487,
full,CEC2017-F1,ARPSO-v4,12,56,5174,0.1798655168928538,2.4737053832552247,
full,CEC2017-F1,ARPSO-v4,12,57,5219,0.1797403941722541,2.33727427577968,
full,CEC2017-F1,ARPSO-v4,12,58,5264,0.1799465471286707,2.2047630318833598,
full,CEC2017-F1,ARPSO-v4,12,59,5309,0.179974090209063,2.070069969265444,
full,CEC2017-F1,ARPSO-v4,12,60,5354,0.1799763484168172,1.935087818157084,
full,CEC2017-F1,ARPSO-v4,12,61,5399,0.1799616831803615,1.799946297329815,
full,CEC2017-F1,ARPSO-v4,12,62,5444,0.1793585506268823,1.6597996424725092,
full,CEC2017-F1,ARPSO-v4,12,63,5489,0.1798046725649345,1.5287222179304232,
full,CEC2017-F1,ARPSO-v4,12,64,5534,0.1796507997796884,1.392733997679948,
full,CEC2017-F1,ARPSO-v4,12,65,5579,0.1798471824899007,1.2592224341865956,
full,CEC2017-F1,ARPSO-v4,12,66,5624,0.1798946929033907,1.124579889039529,
full,CEC2017-F1,ARPSO-v4,12,67,5669,0.1799807499417453,0.9900672801483732,
full,CEC2017-F1,ARPSO-v4,12,68,5714,0.1799686745069013,0.855005150619465,
full,CEC2017-F1,ARPSO-v4,12,69,5759,0.179233003233014,0.7172875598639269,
full,CEC2017-F1,ARPSO-v4,12,70,5804,0.1798303866376873,0.5845885913449524,
full,CEC2017-F1,ARPSO-v4,12,71,5849,0.1799296812583092,0.4499127114326196,
full,CEC2017-F1,ARPSO-v4,12,72,5894,0.1799627799343722,0.4,
full,CEC2017-F1,ARPSO-v4,12,73,5939,0.1799132287280726,0.4,
full,CEC2017-F1,ARPSO-v4,12,74,5984,0.179537116021117,0.4,
full,CEC2017-F1,ARPSO-v4,13,1,2699,0.1789307132481056,9.84735435986124,
full,CEC2017-F1,ARPSO-v4,13,2,2744,0.1699091330641035,9.261223969999977,
full,CEC2017-F1,ARPSO-v4,13,3,2789,0.1718330087152215,9.22821431227042,
full,CEC2017-F1,ARPSO-v4,13,4,2834,0.1735082813365415,9.18043330960525,
full,CEC2017-F1,ARPSO-v4,13,5,2879,0.1720382246241918,8.979331337184075,
full,CEC2017-F1,ARPSO-v4,13,6,2924,0.1729718077829311,8.893994777578515,
full,CEC2017-F1,ARPSO-v4,13,7,2969,0.1742879203771579,8.825200078107201,
full,CEC2017-F1,ARPSO-v4,13,8,3014,0.1742267105903901,8.69132133989995,
full,CEC2017-F1,ARPSO-v4,13,9,3059,0.1732391444049635,8.515620570873498,
full,CEC2017-F1,ARPSO-v4,13,10,3104,0.1770353261338046,8.554383717655984,
full,CEC2017-F1,ARPSO-v4,13,11,3149,0.171973510748097,8.199435890064906,
full,CEC2017-F1,ARPSO-v4,13,12,3194,0.1730569495356393,8.116733457332145,
full,CEC2017-F1,ARPSO-v4,13,13,3239,0.1775017696165738,8.175283841795329,
full,CEC2017-F1,ARPSO-v4,13,14,3284,0.1767622601054504,8.01109727805349,
full,CEC2017-F1,ARPSO-v4,13,15,3329,0.1759641324566738,7.845526567135326,
full,CEC2017-F1,ARPSO-v4,13,16,3374,0.1766698863267312,7.741804940941484,
full,CEC2017-F1,ARPSO-v4,13,17,3419,0.1775966417226261,7.64587947700579,
full,CEC2017-F1,ARPSO-v4,13,18,3464,0.1758538756342695,7.444541906720965,
full,CEC2017-F1,ARPSO-v4,13,19,3509,0.1769809737750137,7.355574001304587,
full,CEC2017-F1,ARPSO-v4,13,20,3554,0.1784675991137467,7.278571246486377,
full,CEC2017-F1,ARPSO-v4,13,21,3599,0.1788050440477764,7.157071394688809,
full,CEC2017-F1,ARPSO-v4,13,22,3644,0.1774157882247175,6.972534108544397,
full,CEC2017-F1,ARPSO-v4,13,23,3689,0.179188696828514,6.902317919764073,
full,CEC2017-F1,ARPSO-v4,13,24,3734,0.1757519594260657,6.648080137972312,
full,CEC2017-F1,ARPSO-v4,13,25,3779,0.1780326023847787,6.593904788657731,
full,CEC2017-F1,ARPSO-v4,13,26,3824,0.177068133345579,6.427966558938815,
full,CEC2017-F1,ARPSO-v4,13,27,3869,0.1795164365230432,6.37521653292085,
full,CEC2017-F1,ARPSO-v4,13,28,3914,0.1794146119081683,6.237262094890651,
full,CEC2017-F1,ARPSO-v4,13,29,3959,0.1780828468224858,6.060841025061166,
full,CEC2017-F1,ARPSO-v4,13,30,4004,0.1776432646846721,5.913651963213167,
full,CEC2017-F1,ARPSO-v4,13,31,4049,0.1788019135683546,5.815026578146996,
full,CEC2017-F1,ARPSO-v4,13,32,4094,0.1778921573238865,5.654166356474858,
full,CEC2017-F1,ARPSO-v4,13,33,4139,0.1783549641768409,5.533848975376779,
full,CEC2017-F1,ARPSO-v4,13,34,4184,0.1797872711023099,5.439966615728662,
full,CEC2017-F1,ARPSO-v4,13,35,4229,0.1798066065539244,5.305618017368732,
full,CEC2017-F1,ARPSO-v4,13,36,4274,0.1795220639629086,5.163176842335528,
full,CEC2017-F1,ARPSO-v4,13,37,4319,0.1780421689446281,4.990229302221783,
full,CEC2017-F1,ARPSO-v4,13,38,4364,0.179856329869836,4.902203177511871,
full,CEC2017-F1,ARPSO-v4,13,39,4409,0.1793325455790214,4.7544654489180616,
full,CEC2017-F1,ARPSO-v4,13,40,4454,0.1783139908389871,4.595690807640787,
full,CEC2017-F1,ARPSO-v4,13,41,4499,0.1762913559223345,4.41515176452745,
full,CEC2017-F1,ARPSO-v4,13,42,4544,0.1778952337789658,4.318605385231827,
full,CEC2017-F1,ARPSO-v4,13,43,4589,0.1795883035903173,4.221772983635951,
full,CEC2017-F1,ARPSO-v4,13,44,4634,0.1797206316837721,4.0898149011760765,
full,CEC2017-F1,ARPSO-v4,13,45,4679,0.1795319559296532,3.951153630638064,
full,CEC2017-F1,ARPSO-v4,13,46,4724,0.1797785422454337,3.821292903118644,
full,CEC2017-F1,ARPSO-v4,13,47,4769,0.1798236958811778,3.687278329986003,
full,CEC2017-F1,ARPSO-v4,13,48,4814,0.1798725018869762,3.5532678226278773,
full,CEC2017-F1,ARPSO-v4,13,49,4859,0.1799553141867452,3.419786243956909,
full,CEC2017-F1,ARPSO-v4,13,50,4904,0.1782995105685557,3.2568961094423714,
full,CEC2017-F1,ARPSO-v4,13,51,4949,0.1793927627457748,3.1407142351888946,
full,CEC2017-F1,ARPSO-v4,13,52,4994,0.1799106528815329,3.014120909576322,
full,CEC2017-F1,ARPSO-v4,13,53,5039,0.1797283919017858,2.8764679686467898,
full,CEC2017-F1,ARPSO-v4,13,54,5084,0.1798102784255751,2.7427864350632984,
full,CEC2017-F1,ARPSO-v4,13,55,5129,0.1799200326869963,2.609364562365832,
full,CEC2017-F1,ARPSO-v4,13,56,5174,0.1798374708272268,2.4733493546226226,
full,CEC2017-F1,ARPSO-v4,13,57,5219,0.1797899260070412,2.337868756877308,
full,CEC2017-F1,ARPSO-v4,13,58,5264,0.1797307982911335,2.202323003741389,
full,CEC2017-F1,ARPSO-v4,13,59,5309,0.1797656737612177,2.0678571797131355,
full,CEC2017-F1,ARPSO-v4,13,60,5354,0.1796985981448361,1.9323312214100192,
full,CEC2017-F1,ARPSO-v4,13,61,5399,0.1798456918942054,1.79887543005665,
full,CEC2017-F1,ARPSO-v4,13,62,5444,0.1799330560071065,1.6647058522668254,
full,CEC2017-F1,ARPSO-v4,13,63,5489,0.1774096944889454,1.5099277190715714,
full,CEC2017-F1,ARPSO-v4,13,64,5534,0.179829458985063,1.39401231120142,
full,CEC2017-F1,ARPSO-v4,13,65,5579,0.1798923232018466,1.259514161254193,
full,CEC2017-F1,ARPSO-v4,13,66,5624,0.1795980993907659,1.1228684873869312,
full,CEC2017-F1,ARPSO-v4,13,67,5669,0.1796500428598941,0.988388025857106,
full,CEC2017-F1,ARPSO-v4,13,68,5714,0.1799341362594504,0.8548536884446382,
full,CEC2017-F1,ARPSO-v4,13,69,5759,0.1789466987038118,0.7162302592316391,
full,CEC2017-F1,ARPSO-v4,13,70,5804,0.1794785786073532,0.5835329913206126,
full,CEC2017-F1,ARPSO-v4,13,71,5849,0.1795247774152318,0.4489781621903877,
full,CEC2017-F1,ARPSO-v4,13,72,5894,0.1794417242845077,0.4,
full,CEC2017-F1,ARPSO-v4,13,73,5939,0.1798261085313079,0.4,
full,CEC2017-F1,ARPSO-v4,13,74,5984,0.1796133816212412,0.4,
full,CEC2017-F1,ARPSO-v4,14,1,2699,0.1789083746738493,9.846220058579547,
full,CEC2017-F1,ARPSO-v4,14,2,2744,0.1713943708334185,9.335612505614174,
full,CEC2017-F1,ARPSO-v4,14,3,2789,0.1596282937410573,8.625388686454828,
full,CEC2017-F1,ARPSO-v4,14,4,2834,0.152350426982119,8.150036822522832,
full,CEC2017-F1,ARPSO-v4,14,5,2879,0.1581515355969623,8.312659151846164,
full,CEC2017-F1,ARPSO-v4,14,6,2924,0.1681453505817222,8.665628164265263,
full,CEC2017-F1,ARPSO-v4,14,7,2969,0.1738169459514925,8.803241764391846,
full,CEC2017-F1,ARPSO-v4,14,8,3014,0.1738672158375601,8.674809482736103,
full,CEC2017-F1,ARPSO-v4,14,9,3059,0.1768196429662401,8.677596270979715,
full,CEC2017-F1,ARPSO-v4,14,10,3104,0.1758129763625699,8.499933064274403,
full,CEC2017-F1,ARPSO-v4,14,11,3149,0.1757769007472261,8.36622771174059,
full,CEC2017-F1,ARPSO-v4,14,12,3194,0.1771176665675959,8.291998226198313,
full,CEC2017-F1,ARPSO-v4,14,13,3239,0.1772001678328446,8.162475231287026,
full,CEC2017-F1,ARPSO-v4,14,14,3284,0.177111743991281,8.025697384481944,
full,CEC2017-F1,ARPSO-v4,14,15,3329,0.1776261880026313,7.9138100755309315,
full,CEC2017-F1,ARPSO-v4,14,16,3374,0.1772985621184032,7.767198003166813,
full,CEC2017-F1,ARPSO-v4,14,17,3419,0.1766988003394625,7.610236140010206,
full,CEC2017-F1,ARPSO-v4,14,18,3464,0.1745269631455643,7.392783693292556,
full,CEC2017-F1,ARPSO-v4,14,19,3509,0.1772207955655006,7.36476255208837,
full,CEC2017-F1,ARPSO-v4,14,20,3554,0.1770549824256625,7.225426268953722,
full,CEC2017-F1,ARPSO-v4,14,21,3599,0.1757137180327316,7.042911099725171,
full,CEC2017-F1,ARPSO-v4,14,22,3644,0.1764089573620707,6.936049771182528,
full,CEC2017-F1,ARPSO-v4,14,23,3689,0.1757610148627317,6.78048307024879,
full,CEC2017-F1,ARPSO-v4,14,24,3734,0.1779245892664287,6.723800551709301,
full,CEC2017-F1,ARPSO-v4,14,25,3779,0.1773238038154272,6.569692555993923,
